title,author,abstract
Companions in the Trenches: The Effects of the Animals on the Soldiers of World War 1,"Mecham, Hunter; Sumridge, Molly","War is a hellish experience for any individual to ever have to go through. It takes a toll on both the mind and the body. To try to counter the mental hardship of war, many battalions and platoons adopt animal mascots to represent the soldiers. For this paper we define a mascot as a person, animal, or object adopted by a group as a symbolic figure, especially to bring them good luck. In the case of World War 1, these mascots were very commonly living breathing animals that the soldiers would commonly interact with. Animals did not only hold the position of mascot in the Great War though, and held many other supporting jobs for the armies of the time. This paper is a comprehensive literature review of how animals affected these soldiers at war mentally and physically, as well as how they went on to affect the common public perception of animals in the decade following the war. "
Effect of Distraction Methods on Pediatric Pain Report,"Schwab, Lauren; Feldkamp, Alyssa; Kukulski, Melissa; Burkholder, Stephanie","Data from children’s hospitals reveal that pain in pediatric patients is common, under-recognized, and under-treated (International Association for the Study of Pain, 2021). Pain may be difficult for a child to verbalize and may present as crying or whimpering, changes in breathing, and guarding the painful area. Due to this difficulty in assessment, pediatric pain can be more objectively measured using multiple scales that include objective observations of behaviors that signify pain. Pediatric patients are exposed to procedural pain during medical procedures such as immunizations and venipunctures. “Procedural pain was the most frequently cited source of pain among interviewed patients and was poorly addressed in the medical record. Fifty percent of children with documented moderate-to-severe pain received scheduled pain medications.” (Shomaker, et al., 2015) In order to provide competent care to every patient, it is important for a nurse to utilize a holistic approach when determining patient interventions for pain. Consequently, nurses must have a knowledge of the different methods used to decrease pain for every age ranging from neonatal to geriatric. While the focus is on providing safe dependable care to each patient, it is common to principally advance to using pharmacological interventions to decrease pain, which can have many adverse side effects. For this reason, knowledge of nonpharmacological pain interventions, such as distraction techniques, and their impacts play a large role in providing holistic, safe care. The purpose of this evidence-based practice review is to explore the effect of distraction techniques on the report of pain in pediatric patients undergoing painful procedures. Nurses can use this information to implement both practices of advocacy and safety in order to provide equitable care to a population that often goes overlooked. "
Eye Movement Desensitization and Reprocessing Therapy in Pediatric Clients with Post-Traumatic Stress Disorder: A Systematic Reveiw,"Olsen, Danielle; Shafer, Gerald","Objectives: To review the effectiveness of Eye Movement Desensitization and Reprocessing Therapy (EMDR) in decreasing Post-Traumatic Stress Disorder (PTSD) symptoms in children. Methods: Literature was gathered using the databases PubMed and CINAHL that assessed the use of EMDR therapy on children with PTSD. Results: All sources showed a decrease in PTSD symptoms after completing EMDR therapy sessions. However, in most of the reports, EMDR therapy and Cognitive Behavioral Therapy did not significantly differ in the reduction of PTSD symptoms. Conclusion: Eye Movement and Desensitization and Reprocessing Therapy shows promising results in decreasing PTSD symptoms, comparable to those of Cognitive Behavioral Therapy. Although the difference in the results of both therapeutic interventions is not significant, both treatments should continue to be researched in order to provide clarity about which intervention might be more effective in various populations. "
Factors Influencing Test Performance,"Bradt, Katie; Johnston, Traci; Otis, Landry; Arnold, Megan; Roberts, Maverick; Honzel, Nikki","This study investigates the effect of different noise conditions on students’ test performance and test anxiety. Thirty-three undergraduate students attending Carroll College participated in this study. The participants were randomly assigned to three noise conditions: control (no noise), white noise, and nature noise. Participants were given the Texas State University’s Student Learning Assistance Center’s version of Sunnis Test Anxiety Behavior Scale, a practice ACT reading test, and Speilberger’s 1980 Test Anxiety Inventory. The first questionnaire measured the student’s general test anxiety, the ACT measured the student’s test performance, and the last questionnaire measured the student’s test anxiety pertaining to the practice test. Results indicated no significant difference between the three noise conditions regarding general test anxiety, test performance, or test anxiety. Upon further analysis, there were marginally significant differences between the control group and nature group on test performance – indicating that students in the nature group performed better on the ACT than those in the control group. Additionally, there were marginally significant differences between the control group and nature group on test anxiety – indicating that students in the nature group had decreased test anxiety compared to the students in the control group. Implications for this study suggest that while there was no effect of noise, the lack of findings may be attributed to increased general test anxiety in the control group. "
Radioligand Therapy and Targeted Antigen Therapy in Treatment of Metastatic Castration-Resistant Prostate Cancer: A Systematic Review,"Jensen, Lucas; Schafer, Gerald","Objective: To review current literature about the treatment of metastatic castration-resistant prostate cancer (mCRPC) by comparing radioligand therapy (RLT) and targeted antigen therapy (TAT) to standard treatment options. Methods: Literature was gathered through PubMed and CINHAL to investigate the effectiveness of RLT with Lutetium-177 and TAT with Actinium-225 in treating this cancer. Results: The literature showed significant decrease in cancer volumes and an increase in overall survival with both treatments in patients with mCRPC. The findings indicate that TAT with Actinium-225 displayed a greater decrease in cancer volume and longer overall survival, compared to RLT with Lutetium-177. Conclusion: RLT and TAT have shown positive effects in treating patients with mCRPC compared to standard treatments like chemotherapy. More research is needed to be done to determine which treatment is more effective, Lutetium-177 or Actinium-225. Keywords: Radioligand therapy; targeted antigen therapy; metastatic castration-resistant prostate cancer; Lutetium-177; Actinium-225. "
"Combined Targeted Therapy of Herceptin and Perjeta for HER2-Positive Breast Cancer, a Systemic Review","Donaldson, Katie; Schafer, Gerald","Objective: To review current literature regarding the survival rates of women with HER2-positive breast cancer using the targeted treatment therapy of Herceptin and Perjeta along with docetaxel (chemotherapy) versus Herceptin and docetaxel alone. Methods: Literature was gathered through PubMed and Google Scholar that assessed the effectiveness of Herceptin and Perjeta treatment on HER2-positve breast cancer. The treatment consisted of injections of Herceptin and Perjeta along with docetaxel. Results: The literature indicates that overall, a treatment therapy of Herceptin and Perjeta along with docetaxel resulted in greater survival rates among HER2-positive breast cancer patients than with Herceptin and docetaxel alone. Conclusions: Targeted drug therapy of Herceptin and Perjeta along with docetaxel shows promising improvements in survival rates for women with HER2-positive breast cancer. The treatments studied in this review should be further researched to determine which lead to the best outcomes. "
The Effectiveness of Transcutaneous Nerve Stimulation on Patients with Knee Osteoarthritis: A Systematic Review,"Bedke, Austin; Schafer, Gerald","Objective. To evaluate relevant literature on the effectiveness of transcutaneous nerve stimulation (TENS) in patients with osteoarthritis (OA) of the knee. Methods. Studies found through PubMed and CINAHL databases were reviewed for correlations between the use of transcutaneous nerve stimulation (TENS) and effectiveness of knee osteoarthritis (OA) treatment. Results. Transcutaneous electrical nerve stimulation (TENS) was shown to be an effective treatment in several ways. It was shown to decrease pain associated with knee osteoarthritis (OA), improve physical test scores, and to be just as effective as intra-articular corticosteroid injections. Conclusions. Transcutaneous nerve stimulation has shown to be an effective treatment for knee osteoarthritis (OA). Although the only true solution to knee OA is a complete knee arthroplasty, TENS has shown to have beneficial effects on the symptoms associated with knee OA. "
The Effectiveness of Low Dose Aspirin for Preventing Preeclampsia: A Systematic Review,"Graham, Sarah; Schafer, Gerald","Objective: To review published literature on the effectiveness of low dose aspirin (LDA) as a preventative treatment for preeclampsia. Methods: Literature on LDA interventions for preeclampsia was gathered from PubMed and summarized. Results: Study findings varied regarding the effectiveness of LDA as a prevention for preeclampsia, however most studies showed some benefit to the intervention. Groups for which LDA was most effective as a prevention included pregnant women with stage 1 hypertension and nulliparous women. Conclusion: LDA can be used as a preventive treatment for preeclampsia, but its effectiveness varies among the population of pregnant women. Why it works well in some groups at high risk for preeclampsia and not others need to be analyzed further. The benefit of LDA intervention outweighs the risk in many cases and the use of aspirin was not found to be harmful. Key Words: Preeclampsia; nulliparous; normotensive; hypertension "
The Catholic Church and the Holocaust,"4-29) Robertson, John Paul; Meyer, Eric","This paper explores the motivating factors of the Catholic Church’s heavily criticized lack of response and action taken during the Holocaust. Through addressing distinctions between the Church’s institutional response and responses of individuals, and exploring the ambitions of both Pope Pius XI and Pope Pius XII, two prominent determinants become apparent for the inadequate response: a deeply rooted history of anti-semtism and fear derived from a state of political weakness. "
Difference in Afghanistan War Public Opinion Between 9/11 Generation and Post 9/11 Generation,"Fetzer, Michaela; Street, Alexabder","My hypothesis is: H1: The post 9/11 generation did not have a Rally-Round-the-Flag effect due 9/11. However, the Rally-Round-the-Flag effect is shown in the 9/11 generations opinion of the Afghanistan war. I believe the change of America's public opinion on the Afghanistan war over time correlates to someone remembering 9/11. The research will contribute to literature regarding the American public's opinion of the Afghanistan war. To research the public's opinion, I used data from surveys that show the public opinion over time and analyze it for myself. The data tested whether the change of America's public opinion on the Afghanistan war over time correlates to someone remembering 9/11. I believed those who remember living through 9/11 are more likely to believe we should be in the Afghanistan war, and those who were not born nor remember 9/11 do not support the Afghanistan war due to them being too young. Since I cannot measure someone’s memories, I plan to compare by age and veteran status someone’s opinion to questions about the wars in Iraq and Afghanistan. My presentation plans to explain my analysis of American National Election Studies Times Series Study (ANNES) survey from 2012 data, as well as and Pew Research Center's American Trends Panel survey from 2019 data. The differences in data between the years for the 9/11 generation and the post-9/11 generation will allow my study to confirm the hypothesis. "
A Melody for Anxiety Relief in ICU Patients,"Wharton, Cassie; Carlson, Josh; Westby, Brooke; Burkholder, Stephanie","Patients in the intensive care unit (ICU) can experience varying levels of anxiety. A recent study performed on ICU patients, found that 45% of patients in the ICU will experience anxiety that can be documented (May et al.,2019). These rates are clinically significant as anxiety can result in many symptoms including the feeling of restlessness, fatigue, difficulty concentrating, irritability, muscle tension, and long term effects such as elevated blood pressure and infection (National institute of Mental Health, 2018). Currently, typical treatment for anxiety is focused on pharmacological interventions or medications. However, the use of nonpharmacological interventions, such as music therapy, have begun to be explored further. For the purpose of this brief, anxiety can be defined as “an emotion characterized by feelings of tension, worried thoughts, and physical changes like increased blood pressure” (American Psychological Association, 2022). In addition, music therapy is defined as ""the clinical and evidence-based use of music interventions to accomplish individualized goals within a therapeutic relationship"" (American Music Therapy Association, 2005). The purpose of this Evidence-Based Practice review is to examine the efficacy of music therapy on anxiety levels in ICU patients. The results of this review may lead to an increase in music therapy interventions for patients that experience anxiety during their stay in an intensive care unit. Nurses will then be able to use this information to determine the most effective way to treat patients in the ICU that are experiencing anxiety. "
Metabolic Pathway Changes in Gout and Rheumatoid Arthritis: Finding Etiology from Human Synovial Fluid,"Schaan, Amanda; Hahn, Alyssa","Gout and rheumatoid arthritis (RA) are two forms of inflammatory arthritis. Gout causes joint pain and inflammation due to uric acid crystals forming in the joints. Rheumatoid arthritis is an autoimmune condition that damages the lining of synovial joints, it can also affect the skin, eyes, brain, heart, and lungs. The etiology of the diseases is not totally understood and there is no cure. Previously studies have found that there is a metabolic link to these conditions. This study will analyze synovial fluid metabolites from one patient with gout and one patient with RA. These metabolite concentrations will be compared to metabolite concentrations from healthy synovial fluid samples to find statistically significant differences in metabolites. These metabolites will show which metabolic pathways are disturbed in the diseases to discern which metabolic pathways are affected in gout and RA. This will lead to a better understanding of what causes these conditions "
Examining the Role of Property Through John Locke and Karl Marx,"Clark, Brady; Street, Alexander","Scholars throughout history have contested the value and importance of property, whether that be in regards to its ownership, its purpose, etc. Perhaps two of the most relevant thinkers to this idea are John Locke and Karl Marx. This presentation will look to present Locke and Marx’s remarks on property in a comparative and contrasting maner. Both authors begin with similar ideas but end up with wildly different conclusions. This presentation will first address the commonalities between the two, with an emphasis on how both believe the common individual should have a right to property, then move onto an analysis of their conclusions and the means by which they draw those conclusions. Locke concludes the government should do more to protect the average individual’s property as well as maintain consensual transactions, while Marx concludes that private property should be abolished as the average individual can no longer meaningfully obtain property in a bourgeois society. The presentation will conclude with an evaluation and application of these different conclusions. "
Virtual Reality and Pain Management in Pediatric Oncology,"McKay, Katelyn; Patel, Krupa; Walker, Linsey; Kukulski, Melissa; Burkholder, Stephanie","Globally, 400,000 pediatric clients will be diagnosed with cancer every year, making pain management especially important in pediatric oncology settings (WHO, 2021). Pediatric oncology is a branch of medicine that deals with preventing, diagnosing, and treating cancer—uncontrollable growth of abnormal cells—in infants, children, and adolescents. Pain management is the assessment and treatment of different types of pain (Cleveland Clinic Medical Professional, 2021). Poor pain management can hinder childhood development and increase childhood morbidity, ultimately impacting the health and wellbeing of pediatric oncology patients (Gan, 2017). The typical standard of care for pain management in the pediatric oncology population consists of pharmacological interventions, NSAIDs and opioids, and nonpharmacological interventions such as art therapy, music therapy, and massage (ACCO, 2022). In conjunction with standard of care practices, virtual reality has shown promise in being an effective non pharmacological method to treat pain, especially in the pediatric population. Virtual reality is the utilization “of computer technology to create the effect of an interactive three-dimensional world in which the objects have a sense of spatial presence” (Bryson, 2021). The purpose of this Evidence-Based Practice Review is to explore how virtual reality impacts pain management in pediatric patients with cancer. Nurses play an essential role in pain management. Nurses must advocate for patients to receive optimal pain treatment and collaborate interprofessionally to design individualized pain management regimens. "
Effects of Massage Therapy on Osteoarthritis: A Systematic Review,"Durfey, Trent; Schafer, Gerald","Objective: To review literature regarding the benefits of massage therapy for treating the symptoms of osteoarthritis. Methods: PubMed, CINAHL and Google Scholar were used to identify articles included in this systematic review. These studies looked at massage therapy and its effects on osteoarthritis. Results: Seven of the eight articles used in this review found that massage therapy reduced the patients’ symptoms of osteoarthritis and increased their quality of life. The other article found that the optimal dosage of massage therapy needed to get the best results was once a week for 60 minutes. Conclusion: Massage therapy has many positive effects on reducing symptoms of osteoarthritis. Massage therapy has shown to reduce pain, increase range of motion, and improve quality of life. "
Using Liquid-Chromatography Mass-Spectrometry to Determine Metabolite Makeup Within Osteoarthritic and Healthy Synovial Fluid,"Hanson, Alex; Xiong, SiaMee; Hahn, Dr. Alyssa","Metabolomics is emerging as a new field of scientific study used to reveal metabolic phenotypes of diseases and disorders. Metabolomics has recently been employed to study osteoarthritis, which is the leading cause of arthritis across the world. OA is associated with degeneration of joint tissues, in particular the articular cartilage. OA is considered irreversible by the time of diagnosis because cartilage is avascular and thus has minimal regeneration capacities. This breakdown in cartilage leads to painful interaction between bones in these joints. The disease is only easily diagnosed in later stages using MRI or X-Ray images, when the symptoms have progressed so far that the joint becomes painful for the patient. Because of this, we plan to use metabolomics in order to find a new way to diagnose OA in earlier stages before the symptoms have progressed. Liquid Chromatography Mass Spectroscopy (LC-MS) will be used to separate and assign masses to metabolites found within samples of healthy and osteoarthritic synovial fluid effusion samples. The program MetaboAnalyst will be used to determine if there are significant differences in the metabolite populations within these samples. Differences in the makeup of metabolites within these two samples would be a potential earlier form of diagnosis for OA, helping physicians to start treatments for the disease before it has progressed. "
Expanding Coaching Boys Into Men,"Maes, Emilie; Holmes, Bray; Brensdal, Bryan; Duffy, Brandon; Sullivan, Michael; Huttle, Ellen; Durfey, Trent; Lambrecht, London; Thurston, Broder; Parsley, Kelly","It is no secreet that sexual violence is ubiquitous on college campuses. Several universities have implemented a program to educate young men on the impacts of these crimes as well as ways to be effective bystanders. Effective bystander training increases “students’ perceived knowledge, self-efficacy and perceived benefits to helping in an alcohol-related emergency.” Despite this, many students decline university-provided bystander training and sexual violence prevention workshops. One of the largest barriers to students attending and participating in such workshops is often their preconceived notions that this is not an issue for them. The students in Public Health Theories and Practice (PH 333) completed a literature review of 28 academic articles to gain better understanding and awareness of sexual violence on college campuses. Upon completing this research, students identified available resources that provide services in the community of Helena, Montana. To increase student education and awareness regarding sexual violence and victim services, students in PH 333 devloped a plan to reach male student-athletes. By implementing the Coaching Boys into Men program, male athletes on campus will be educated on sexual assault prevention along with bystander training using discussions led by trained professionals. This program has been implemented by the football team, but we will aim to create additional trainings in order to develop a new culture of sexual assault awareness, prevention, and response on the entire campus of Carroll College. "
Contraceptive Methods and Depression Rates,"Dahle, Katie; Hadley, Jessica; Nguyen, Christina; Burkholder, Stephanie; Kukulski, Melissa","It is safe to say not all women will experience depression as a side effect of contraception, but what if there was a way to tell if the form of birth control the woman chose could impact this behavior? Approximately 65% of women in the United States are currently on some form of birth control (CDC, 2019). There are different kinds of contraceptive methods including hormonal and non-hormonal used by sexually active women. With all of these options there are a plethora of side effects that may accompany them. Some expected side effects from hormonal contraceptives include cramps, acne, and mood changes. These mood changes could ultimately lead to chronic depression and negative self concept. In the United States, 1 in 10 women suffer from depression (CDC, 2020). The purpose of this evidence based practice review is to further explore the correlation between hormonal and non hormonal contraceptive methods with depression rates. Constant research is essential to keep up with best practices for women’s mental health. By looking into further research studies regarding contraceptive use, the decision-making process may be greatly altered in future women looking at contraception choices. As nurses, educating patients is essential to prevent future complications from arising. By knowing the correlation between depression development and contraceptive methods, nurses and other healthcare providers can better counsel patients to choose the best and most effective method for each individual. "
ACE Scores and Frequency of Emergency Room Utilization,"Hoikkala, Savannah; Burkholder, Stephanie","Adverse Childhood Experiences otherwise known as ACEs are traumatic experiences during childhood that occur before the age of eighteen that are linked to abuse, neglect, and household dysfunction. The ACE scores are calculated by a survey of 10 criterias in which an individual can qualify for one or more or none (Casa Mental Health, 2022). Annually in the United States, 130 million people visit the emergency room according to the National Center for Health Statistics (CDC, 2021). In the United States 61% of adults had at least once ACE and 16% had 4 or more types of ACEs (CDC, 2019). Emergency room (ER) nurses are likely to care for patients with ACE scores as studies show that over half the population has been exposed to ACE. According to the Centers for Disease Control and Prevention (2019), one in every six adults experience four or more types of ACEs during their childhood. This is crucial because it is known that exposure to ACEs are related to increased risk for health problems across the entire life span (CDC, 2019). The purpose of this Evidence-Based Practice review is to explore the relationship between ACE scores and the frequency of emergency room or emergency department utilization. Nurses or other healthcare providers can use this information to provide better care and potentially reduce the utilization of the emergency department by directing patients to specialists related to the patient’s specific physical or mental healthcare needs. "
Perceptions of Carroll College Students on the Idea of Therapy Dogs on Campus,"Tibbetts, Jennifer; Sumridge, Molly","Since the 1960s, researchers have studied how therapy dogs have benefited humans (Therapy dogs for depression & anxiety 2019), focusing on factors such as demographics, pet ownership, and other conditions. This research was conducted through a series of questionnaires using the Warwick-Edinburgh Mental Well-Being Scale (WEMWBS)(Grajfoner et al. 2017). Results showed that a ""significant"" amount of the participants showed improved anxiety and mood levels (Grajfoner et al. 2017). Despite all the research, there is a gap in our understanding of public perceptions of therapy dogs. The study involved 100 students from Carroll College in a descriptive statistical analysis and phenomenological survey. The lack of knowledge on therapy dogs shown is concerning. Over 50% of students provided a description or example of what they believed was a therapy dog. "
Solvent-less Substitution Reactions,"Caffee, Logan; Pharr, Caroline","Most chemical reactions include the use of solvents. These solvents are often hazardous and proper disposal is very costly. This investigation explores a solid-state substitution reaction from the starting material 4,4’- Bis(bromomethyl)biphenyl. Substitution reactions are commonly used to introduce different functional groups into molecules for use in various applications. This project is significant as it contributes to the green chemistry movement that began in the 1990s, which aims to prevent the generation of hazardous wastes and materials.1 "
"Global Metabolic Analysis of Synovial Fluid Extraction Between ACL Tear, General Trauma, and Osteoarthritis Patients","Carlson, Ashley; James, Hailey; Hahn, Alyssa","Osteoarthritis is an inflammatory disease found in the joints causing severe pain and discomfort in patients. Joint trauma is thought to be one cause of osteoarthritis as patients with prior injury often develop the disease later in life. This experiment will use the study of metabolomics to compare the biomarkers found in synovial fluid extracted from patients who have experienced trauma in the knee and those with osteoarthritis. The patient samples include joint trauma from tearing of the anterior cruciate ligament (ACL) and general trauma. The biomarkers found in the ACL tear and general trauma samples are expected to be similar to those found in the osteoarthritis patient samples, thereby providing a potential link between trauma and development of osteoarthritis. By analyzing using metabolomics, a snapshot of the activity within the synovial fluid immediately after an injury will be assessed and thereby provide important information for future research. This research will use liquid chromatography-mass spectroscopy and various statistical and functional analyses to understand these differences between trauma and diseased groups. "
Perestroika: A Story of American Intelligence and Political Chaos,"Irby, Thomas; Pavlakis, Dean","This paper looks to capture the relationship between the Central Intelligence Agency and the final years of the Soviet Union under former General Secretary Mikhail Gorbachev. Within this complex relationship, I specifically sought to explore how the CIA interpreted Gorbachev’s future as the leader of the Soviet Union and how their vision shifted over time. Using documents such as National Intelligence Dailys, memorandums from CIA personnel, and other various documents, I was able to discover a shift in tone and message when discussing Gorbachev’s future. From 1985 until late 1988, the CIA operated under the assumption that Gorbachev was going to have ample time to implement his reforms under Perestroika, just as the majority of Generals Secretaries had, excluding Yuri Andropov and Konstantin Chernenko. However, a shift occurred in the early months of 1989 due to political unrest within the party, public dissatisfaction with the communist party, and the inability to implement economic reforms forcing the CIA to prepare for a time when Gorbachev’s tenure would end sooner rather than later. "
Quality of Care in the NICU Depending on Race,"Burgess, Ella; Maruca, Grace; Pearson, Andrea; Burkholder, Stephanie; Kukulski, Melissa","The neonatal intensive care unit (NICU) is a unit in the hospital for babies who need intensive medical care. The NICU has specialized technology and trained staff to take care of these infants (Stanford Children's Health, 2022). Even while NICU patients are receiving specialized care, racial disparities persist. According to the U.S. Department of Health and Human Services, “Non-Hispanic blacks/African Americans have 2.3 times the infant mortality rate as non-Hispanic whites” (2021). Poor health outcomes for African American neonates compared to Caucasian neonates have been a long standing issue. Regardless of a patient's race, quality of care should be the highest it can be in order to minimize avoidable adverse health outcomes. Looking into the care of NICU patients can provide a glimpse at the quality of care between different races and where racial disparities might exist. According to Howard Law, “Racial disparity refers to the imbalances and incongruities between the treatment of racial groups, including economic status, income, housing options, societal treatment, safety, and myriad other aspects” (2021). The purpose of this Evidence-Based Practice review is to dig deeper into racial disparities that exist within the field of healthcare. This information can be used to help decrease the inequality of NICU patients and improve their quality of care. Assisting with better care would increase patient satisfaction as well as safety and equality for all races. Nurses and healthcare personnel can use this information to advocate and promote better quality of care for neonates of minority groups. "
Urban or Rural? The Risks for Intimate Partner Violence,"Gironda, Hanarose; Tempel, Ellyssa; Woods, Annie; Burkholder, Stephanie; Kukulski, Melissa","Intimate partner violence (IPV) is a critical issue within the United States. According to the CDC as of 2010 one in four women experience intimate partner violence each year. Initmate partner violence is defined as “actual or threatened psychological, physical, or sexual harm by a current or former partner or spouse” (Weil, 2022). IPV victims lack resources in both rural and urban areas. These include limitations to support systems, stigma of abuse, transportation barriers, and geographical isolation. Building relationships with healthcare providers and organizations can lead to an increased trust from victims, increased reporting from survivors, and providing victims with the necessary resources they need (Rural Health Information, 2021). The purpose of this Evidence-Based Practice review is to examine if women in the United States are at higher risk for IPV in rural areas compared to urban areas. The results of this review may provide insight into which geographic areas are more susceptible to intimate partner violence. Nurses and other healthcare providers can use this information to be more aware of the prevalence of IPV in their areas, to take the steps to perform proper screening, and to reach out for resources for victims. "
The Effects of Stress Management Education on Registered Nurses,"Church, Cassandra; Kukulski, Melissa","Nurses in the United States are experiencing occupational stress at alarming rates. The COVID-19 pandemic and staffing shortages have only worsened stress for nurses and have acted as fuel for a vicious cycle; the more nurses that experience stress, the more that leave jobs, which further increases stress on remaining nurses in the field (ANA, 2020). The purpose of this EBP project is to explore the benefits of stress management programs for registered nurses as compared to nurses who receive little to no stress education. Existing randomized controlled trials have utilized in person training of varying lengths (1-6 weeks) and used online surveys to collect results. Nurses who receive stress management training reported lower rates of anxiety, depression, and occupational stress after completion of the education program. Based on the findings of this research, there is a clear positive effect on stress symptoms when nurses go through stress education programs, although positive results have been shown to slowly be diminished by six months after program completion This research can help guide hospitals to understand the benefits for implementation which can potentially decrease nurse turnover. Addressing how to sustain long-term effects of stress management should guide future research. "
Behavioral Effects of Diabetes Self-Management Education on Adults with Type 2 Diabetes,"Meisner-Kelley, Kendra; Kukulski, Melissa","There is an estimated 37.3 million Americans living with diabetes (Centers for Disease Control and Prevention, 2022). Most adults living with diabetes manage their day-to-day care and rely on the healthcare system for support and guidance. Diabetes Self-Management Education (DSME) can be an effective tool for educating adults with type 2 diabetes to improve self-care behaviors and improve outcomes. Unfortunately, it is estimated that less than 7% of newly diagnosed adults with type 2 diabetes receive DSME (Funnell & Piatt, 2017). Without quality management of diabetes, patients are at increased risk of cardiovascular diseases, kidney and renal diseases, and vision loss (Center for Disease Control and Prevention, 2021). This has a significant impact on healthcare costs. On average, people with diabetes have medical costs that are 2.3 times higher than those without diabetes (American Diabetes Association, 2022). Nurses and healthcare professionals can implement DSME programs to improve the outcomes of patients with type 2 diabetes, improve quality of life among patients and their families, and reduce healthcare cost within the community. The purpose of this research is to evaluate the effectiveness of Diabetic Self-Management Education on improving diabetes related self-care behaviors. "
