title,author,abstract
Synthesis of a Model CpFe(eta-6 -aryl) Substituted Dienophile,"Montowski, Claire","Diels-Alder (DA) reactions occur between two molecules, a diene and a dienophile, to form a six-membered ring. This structure is commonly found in natural products making it synthetically useful and causing the reaction to commonly be used in the formation of many pharmaceuticals and agrochemicals. However, under most circumstances, the DA reaction is limited by the dienophile needing an electron-withdrawing group to progress at a reasonable reaction rate. While there are numerous electron-withdrawing groups, most require chemical modification to be removed after the reaction. One possible alternative would be to use a dienophile containing an aryl substituent complexed to a (cyclopentadienyl)iron (II) monocationic fragment. This causes the attached 6-carbon ring to become electron-withdrawing, which would extend to the dienophile π-system as well. Furthermore, the metal fragment can later be removed by photolysis upon completion of the DA reaction. Previous research conducted with an analogous ruthenium complex displayed the metal fragment’s ability to accelerate the DA reaction compared to a control experiment with a non-metallated dienophile. The iron complex, by comparison, should have similar properties to the ruthenium complex based on its similar periodic properties and has the added benefit of being much less expensive and easier to remove photolytically. We will report our progress on synthesizing a model CpFe(η6 -aryl) substituted dienophile and on resulting studies into its reactivity in a DA reaction. Item Progress Toward the Synthesis of Next Generation Nonpeptidic Inhibitors of Sars-CoV-2 Main Protease (2023-04-28) Field, Cameren; Hitt, David The main protease (Mpro) of SARS-CoV-2, also known as 3CL, is a drug target of interest due to its critical function in cleaving the polyprotein which is translated from the viral RNA. Paxlovid, the FDA-approved drug from Pfizer, is a peptide-based inhibitor that covalently inhibits Mpro. My laboratory has developed a very potent series of nonpeptidic Mpro inhibitors that have several desirable properties compared to Paxlovid. The objective of this research was to develop a successful synthetic route to modify the lead nonpeptidic molecules in order to improve the pharmacological properties. The primary usefulness of the target molecule lies within its improved solubility in comparison to the lead inhibitor. Molecular modeling suggests that the target molecule will also increase the potency through an additional hydrogen bond to the Mpro enzyme. Herein is the reported progress toward the synthesis of next generation nonpeptidic inhibitors, CF1 and CF2. Use of 1H NMR and LC-MS spectral data for the synthetic intermediates was used to gauge the success of the chemical reactions within several attempted trials. CF1 has been successfully synthesized; its efficacy is being tested and the crystal structure of the compound bound to Mpro will be evaluated. "
The Synthesis of Renewable Surfactants Using Household Carbohydrates and Oils,"Chennai, Blake; Lohar, Noah; Carpenter, Chrissie","Surfactants are self-assembled molecular clusters, called micelles, that function by adsorbing to the interface between phases in a solution. This gives surfactants the unique ability to reduce the surface tension of the liquid in which it is dissolved. Surfactants are commonly used in lubricants, emulsifiers, adhesives, herbicides, and household detergents. However, as seen in recent years, synthetic surfactants, especially those found in herbicides, often contain toxic and carcinogenic chemicals, possibly causing harm to vast populations. In response, the necessity to synthesize non-toxic, renewable surfactants is evident. Using a three-step process, synthesizing renewable surfactants involves household sugars (monosaccharides and disaccharides) such as glucose and lactose, as well as fatty acids extracted from common cooking oils like canola and avocado oil. Gas Chromatography (GC-MS), Nuclear Magnetic Resonance (NMR), and IR spectroscopy were used extensively to test for the purity and conformation of a desired product. Due to several 48-72 hour reaction procedures, the final surfactant product was not realized. However, each precursor component, including the non-polar hydrazone tail and polar carbohydrate head groups, was successfully synthesized using a vast diversity of carbohydrates and fatty acid combinations. In the future, a final reaction procedure between the polar carbohydrate head group and non-polar hydrazone tail would result in the final eco-friendly and renewable surfactant, which could then undergo experiments for relative efficacy. The successful synthesis of renewable, environmentally friendly, and effective surfactants is predicted to play a significant role in replacing toxic and carcinogenic surfactants used widely among several industries. "
Analysis of Carbene Intermediates from Thiophene Ylides,"McJunkin, Malyn; Pharr, Caroline","Carbenes are a compound of interest in the chemistry community that can be found in abundance in interstellar space. Carbenes are neutral compounds consisting of a carbon atom with a lone electron pair and two bonds. The lone electron pair and lack of a full octet on carbon make the carbene an extremely reactive compound. Carbene intermediates readily create carbon-carbon bonds, making them useful in the synthesis of a host of important organic products including pharmaceuticals, plastics, and polymers, among others. This research focuses on the synthesis of sulfonium ylides as precursors to carbene intermediates. These precursor molecules will allow for the study of carbenes by varying the structure and electronic properties of these widely useful intermediates. "
Total Synthesis of 3-Oxyangeloyl-tremetone,"Deschamps, Natalee; Pharr, Caroline","Retrosynthetic analysis involves breaking a target molecule down into simpler structures to propose a synthetic pathway to its formation. This research project focuses on the retrosynthesis of a molecule with pharmaceutical applications. The compound of interest, 3-Oxyangeloyl-tremetone, has been extracted from a medicinal root in Chile and has shown analgesic activity (painkiller). Extraction from plants and other resources is often not feasible on a larger scale due to cost and logistics. The proposed five-step total synthesis of 3-Oxyangeloyl-tremetone utilizes inexpensive and readily available reagents. The first step of this synthesis has been completed and conditions to optimize the second step are currently underway. "
Convolution: Making Rendered Images Clearer,"Grosse, Jacob; Wendt, Ted","Realistic image rendering is a computationally expensive process that, even when done efficiently, can take hours, days, or even weeks to render a single image. This research is an explorative journey through making this process more efficient with unconventional means. Last semester (Fall 2022) was spent developing a ray-tracer, or an application which renders a scene by simulating light rays realistically. This process is done pixel by pixel for any given image and as such noise can be generated due to the somewhat random nature of light and how it bounces off different surfaces in simulation. The only solution to remove the noise generated from rendering the ray-traced images that was found during this development time was to simply render each pixel several thousand times and average the results, which results in an obscenely long runtime for the application. It is for this reason that we have chosen to explore the possibility of using neural networks, a series of functions that are organized into layers which are tweaked through the process of “training” to achieve a desired result. By training a neural network to take in noisy images and produce de-noised images, we can cut the processing time of producing high quality images significantly. We will quantify the improvement by using a metric we have created that we are calling aggregate pixel difference. This will measure the difference in color values between adjacent pixels and sum them across the whole image for a single value we wish to minimize. We will use this in conjunction with the mean squared error of the color values per pixel between the initial image and the smoothed image. The ratio at which we weight these will determine how much smoothing takes place, as weighting entirely into aggregate pixel difference will result in an image that is just a solid color and weighting entirely into mean squared error will result in the exact same image we put in. "
Machine Learning Symbol Recognition,"Stefánsson, Birgir; Wendt, Ted","This Machine Learning Symbol Recognition project uses machine learning to train models to recognize what symbol the user draws on their screen. The process of being able to identify these symbols consists of generating thousands of symbols using Python, training convolutional neural networks, and accepting user input through a website. The symbols I chose to use were both self-determined and known symbols. Once the user draws a symbol on the website and hits submit, the symbol will be resized and fed to that model. The model or process of the neural network will analyze the image grid by grid trying to determine what symbol was drawn. "
A Stochastic Approach to Modeling the Effect of Biodiversity on Ecological Resilience,"Jarman, Anna; St. Marie, Olivia; Szpilka, Christopher; Cline, Kelly","The biodiversity of plants in an ecosystem enhances that ecosystem's ability to survive irregular weather patterns. In other words, an area with many different plant species will be more resistant to prolonged drought than an area with only a few different species. This phenomenon is commonly explained by the “insurance hypothesis,” which postulates that an ecosystem with greater biodiversity will be less volatile than its individual components due to statistical averaging. In this research study, we use Lotka-Volterra dynamics to model a single-trophic level plant ecosystem with both competitive and facilitative interactions between species. The facilitative interactions result in compensatory growth effects, where as the population of one species declines, another species in the same functional group increases its growth rate to compensate. We then apply drought conditions to the model, first implementing a stochastic simulation to determine the model parameters, then running a large number of trials for each number of species. Our findings show that as the number of species increases, the drought resilience of the system also increases asymptotically. These results are in accordance with experimental findings, supporting the insurance hypothesis. "
Analyzing 2018 NFL Passing Data,"Anderson, Nicholas; Cline, Kelly","This research used the data from all the passing plays in the 2018 NFL season and analyzed the offensive and defensive player configurations. To do this we used ANOVA to analyze whether there is a significant difference between the yardage gained or lost for different offensive or defensive configurations. If there was a significant difference, then we used TukeyHSD to determine specifically which configurations were significantly different from one another. From the analysis we determined that when running a defensive personnel with four defensive lineman, three linebackers, and four defensive backs, that on average the defense is going to allow more yards than playing with any of the other defensive personnel. The offensive personnel analysis shows that when running an offense with 11 personnel, the offense is on average going to gain fewer yards than running plays with 12 or 21 personnel. The box defenders analysis shows that when running a defense with seven box defenders, that the defense is on average going to allow more yards than running plays with five or six box defenders. We studied a linear model of the number of pass rushers compared to the outcome of the play finding that for every additional pass rusher there is on average going to be a quarter less of a yard gained per play. It is important to consider which player configurations to run because certain configurations will allow the team to net the most amount of yards. "
Effects of Birth Control on Anxiety and Mating in Drosophila melanogaster,"McWade, Molly; Blote, Emily; Otto-Hitt, Stefanie",No abstract
"Trippin’ on Chai: The Effects of Nutmeg on Pain, Anxiety, Depression, and TRPA1 expression in Drosophila melanogaster","Breit, Julianna; Gnoyski, Alyssa; Miller, Christine","Nutmeg, a spice often associated with chai and Christmas cookies, has been used as a natural health remedy throughout the centuries to alleviate pain, depression, and anxiety. To empirically investigate this traditional remedy, we analyzed the effects of nutmeg on these symptoms in the model organism Drosophila melanogaster, the common fruit fly. We hypothesized that oral-administration of nutmeg would reduce the levels of pain, anxiety, and depression experienced by D. melanogaster. To test this hypothesis, thermal noxious stimulus assays, a light avoidance and geotaxis assay, and a forced swim test were used to measure pain, anxiety, and depression, respectively. In addition, RT-qPCR was used to measure expression of the pain-response gene, TRPA1. Ultimately, we found that only the larval thermal noxious stimulus assay and RT-qPCR produced statistically significant results (p<0.05), despite apparent shifts in the other performed assays. While we observed both physical and gene expression differences in the nutmeg-treated D. melanogaster, we recognize that further research must be conducted to determine how much nutmeg impacts pain, anxiety, depression, and TRPA1 expression in the common fruit fly. "
The Effects of Prilosec OTC™ on Gastric Health in Tetrahymena thermophila,"Nowlen, Maycee; Cabezas, Alexis; Otto-Hitt, Stefanie","Heartburn is defined as a burning sensation in the chest caused by stomach acid traveling up into the esophagus. This symptom is experienced by millions of people every day and has been linked to a variety of health-related factors including diet and weight. The most common treatment for heartburn is a class of drugs called Proton Pump Inhibitors (PPIs) that restrict production of stomach acids by the digestive glands. Omeprazole, also known as Prilosec OTC™, is the most widely used over-the-counter PPI. Despite their frequent usage, the potential adverse effects of PPIs are poorly understood. Recent research has revealed a correlation between the consistent use of PPIs and the development of gastric cancer, with the use of PPIs causing a threefold increase in the propensity for developing gastric malignancy (Abrahami, 2022). This study aims to further the research on this topic using the model organism Tetrahymena thermophila. It was hypothesized that consistent administration of Prilosec OTC™ to T. thermophila cultures would alter expression of the gastric cancer-related TKU80 and PA26 p53-induced (PA26) genes as measured by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR). It was further hypothesized that Prilosec OTC™ would impact metabolic activity, cell growth, and feeding ability as determined using the behavioral assays of cell counting, vacuole staining, and deciliation. On account of the adverse effects of PPIs reported by prior research, it was predicted that there would be an upregulation of both TKU80 and PA26 along with inhibited feeding ability and increased cell growth and metabolic activity. "
"Effects of Melatonin on Movement, Metabolism, and Growth in Blue Light-exposed Tetrahymena thermophila","Winkler, Amaya; Eifler, Seth; Otto-Hitt, Stefanie","As of 2016, 73 percent of young Americans suffered from symptoms related to blue light exposure including eye strain, sleep disruption, and difficulty focusing. This number has likely grown dramatically since 2016 given the increased use of blue light-emitting devices including cell phones, tablets, computers, and televisions. Blue light exposure has been shown to reduce the levels of melatonin in humans, which is an important regulator of our sleep-wake cycle. To further the research in this area, we investigated the effects of melatonin on cell growth and metabolism in the model organism, Tetrahymena thermophila, after exposing them to blue light. We hypothesized that blue light-exposed T. thermophila treated with melatonin would exhibit altered cell growth and movement along with changes in their metabolic function. To test our hypothesis, T. thermophila cells were exposed to blue light over a 48-hour period either in the presence or absence of 2.32E-6 mg/mL melatonin; the amount proportional to an average human. The effects of melatonin on cell growth was measured using a cell count assay and through analysis of the cell cycle control gene, CDC7, by Reverse Transcriptase quantitative-polymerase Chain Reaction (RT-qPCR). Furthermore, the impact of melatonin on metabolism was measured using both motility and deciliation assays along with quantifying expression of the BSU2 gene by RT-qPCR. The addition of melatonin to blue light-exposed T. thermophila was predicted to decrease cell growth, motility, and CDC7 gene expression while increasing protein metabolism and expression of BSU2. "
"The effects of the homeopathic supplements, Addrell and StressCalm, on hyper- and hypoactivity in Tetrahymena thermophila","Bailey, Marguerite; Field, Cameren; Otto-Hitt, Stefanie","In the United States alone, approximately 20% of adults have been diagnosed with a mental illness, resulting in the increased usage of prescription mood-altering medications. In looking for alternative treatment options, consumers have turned to homeopathic supplements that allegedly mimic the effects of these medications. For example, Addrell is marketed as an alternative to prescription stimulants while StressCalm is being marketed as a mood stabilizer. Unlike prescription medications, homeopathic supplements are not regulated by the Food and Drug Administration and their claims of effectiveness are not substantiated by research. The objective of this study was to determine whether Addrell and StressCalm affect energy production and related behaviors in the model organism, Tetrahymena thermophila. Based on their marketing, it was hypothesized that Addrell and StressCalm would alter the expression of genes related to energy production, namely SLC1, ACO1, and AAC1, and affect motility, growth, feeding and metabolic rates of T. thermophila. To investigate this hypothesis, experimental T. thermophila were exposed to appropriately scaled doses of either Addrell or StressCalm for 48 hours. Following the exposure, motility, growth, feeding, and deciliation assays were performed on the T. thermophila along with RNA extraction and RT-qPCR to measure expression of SLC1, ACO1, and AAC1. Addrell exposure was predicted to induce hyperactivity, causing escalated motility, growth, feeding, and metabolic rate along with increased expression of AAC1, ACO1, and SLC. Meanwhile, StressCalm was predicted to induce hypoactivity, resulting in decreased motility, growth, feeding and metabolic rate as well as reduced expression of SLC1, AAC1, and ACO1. "
"The Effects of Pre-Workout on Expression of the fruitless Gene, Reproductive Rates, Motor Coordination, and Courtship Behaviors in Drosophila melanogaster","Lohr, Kelsyn; Wohlers, Joseph; Chennai, Blake; Otto-Hitt, Stefanie","Pre-workout is a nutritional supplement that is promoted to enhance athletic performance via increased energy levels, improvement of exercise performance, and stimulating muscle growth. As a supplement, Pre-workout products are not required to get approval by the Food and Drug Administration and research on the effects of Pre-workout is extremely limited. Based on the contents of many Pre-workout products, we believe that the supplement will have similar effects on Drosophila melanogaster as caffeine, which has previously been shown to alter their behavior. Pre-workout supplements are widely consumed and can reach up to 300 mg of caffeine in just one serving. We hypothesized that the addition of Pre-workout into the diet of male D. melanogaster would increase courtship behaviors, reproductive rates, motor function, and expression of the fruitless (fru) gene, which plays a role in courtship-related motor neuron function. To determine the effects of Pre-workout on D. melanogaster, we performed behavioral assays on reproductive rate, motor coordination, and courtship behavior and used RT-qPCR to quantify expression of the fru gene. The results from this study showed there was a significant difference in motor coordination between the control and Pre-workout treated flies; however, no significant difference was observed in courtship behavior, reproductive rate, or expression of the fru gene. "
The Effects of Tik Tok Exposure on Vesicular Monoamine Transporter (VMAT) Gene Expression and Aggressive/Anxious Behavior in Drosophila melanogaster,"Armstrong, Isaac; Hartwig, Iris; Otto-Hitt, Stefanie","Tik Tok, a social media platform designed as an endless stream of short-form video content, was the most downloaded app globally in 2021 (Statista 2022). Along with the increasing popularity and use of social media among teenagers and young adults, the past 25 years have shown a 70% increase in the prevalence of anxious and depressive symptoms in young populations (Keles et al. 2020). Additional research has found connections between social media use and physiological distress including anxiety, depression, stress, negative social comparisons, and decreased life satisfaction (Keles et al. 2020; Chung-Ying et al. 2021; Fardouly et al. 2018). The goal of this study was to measure the effect of Tik Tok exposure on aggression, anxiety, and Vesicular Monoamine Transporter (VMAT) expression in Drosophila melanogaster (the common fruit fly). We hypothesized that Tik Tok exposure would increase aggressive and anxious behaviors in D. melanogaster and increase VMAT expression resulting in higher levels of dopamine and octopamine transport into synaptic vesicles. To test our hypothesis, experimental flies were exposed to Tik Tok for 10 minutes and recorded to track their aggressive interactions and anxious wall-following behavior. To analyze VMAT expression, RNA extraction and RT-qPCR was performed on the flies after the behavioral assays. The results of our study indicate there is no significant difference in anxious behavior or expression of the VMAT gene after exposure to Tik Tok. Significantly, an increase in aggressive interactions was observed following Tik Tok exposure. "
"The Effects of Acetaminophen on DAT and LRRK2 Gene Expression and Geotaxis, Phototaxis and Mating Behavior in Drosophila melanogaster","Goulet, Elaina; Cabezas, Alexis; Otto-Hitt, Stefanie","Acetaminophen, also known as paracetamol, is a widely used analgesic that acts as a pain reliever. In the United States alone, over 60 million doses of acetaminophen are consumed on a weekly basis (Bohler et al., 2019). Despite its frequent use, the adverse effects of consuming high levels of acetaminophen are not well-known. Previous studies have shown that there is a correlation between individuals that consume high levels of acetaminophen and their predisposition to the development of Parkinson’s Disease (Bohler et al., 2019). The goal of this study was to explore the effects of high doses of acetaminophen on expression of the Parkinson’s Disease-related LRRK2 and DAT genes, as well as the motor function, light sensitivity, and reproductive rates of the fruit fly, Drosophila melanogaster. We hypothesized that high levels of acetaminophen would increase expression of LRRK2 and DAT, while decreasing motor function, light sensitivity and reproductive rates in the flies. To test this hypothesis, an acetaminophen concentration of 0.018mg/1mL was prepared in water and ethanol and was added to the culturing media of the experimental group, while the control group media received only water and ethanol. Following the treatment period, D. melanogaster were subjected to RT-qPCR to measure expression of LRRK2 and DAT, as well as behavioral assays including geotaxis, phototaxis, and mating. The results showed there was a significant increase in expression of the LRRK2 and DAT genes; however there was not a significant difference in the geotaxis, phototaxis, or mating behaviors. "
"The heavy metal content in Helena freshwater sources and its effects on IFT122 expression, cell motility, and viability of Tetrahymena thermophila","Bourekis, Kiki; Ward, Michael; Otto-Hitt, Stefanie","Throughout its history, Montana has been known for its mining operations, most prominently for silver, lead and copper. Heavy metal runoff from these mines has contaminated freshwater sources across the state, and these heavy metals are known to be carcinogenic and mutagenic, increasing both oxidative stress and cell damage in organisms. For this research study, we investigated how heavy metals within freshwater sources around Helena influenced motility and viability of the model organism, Tetrahymena thermophila. We hypothesized that Helena freshwater sources containing heavy metals would alter IFT122 expression, as well as motility, cilia regeneration, and cell growth. The IFT122 gene encodes the Intraflagellar Transport Protein, which plays an essential role in returning IFT proteins from the ciliary tip to the cell body during ciliary regeneration. To test our hypothesis, T. thermophila were cultured for 48 hours either in store bought spring water or in freshwater samples from Prickly Pear Creek, Silver Creek, or Ten Mile Creek. During the 48-hour exposure, T. thermophila growth was monitored for all groups using a cell count assay. At the end of the treatment period, motility and deciliation assays were performed to analyze ciliary function and Reverse Transcription -quantitative Polymerase Chain Reaction (RT-qPCR) was performed to measure IFT122 expression. Given the harmful impacts of heavy metal exposure on cell function, it was predicted that T. thermophila cultured in freshwater samples from around Helena would exhibit decreased IFT122 expression along with reduced cell viability and motility when compared to contaminated water due to the disruption of ciliary function by these heavy metals. "
"Effects of the SSRI antidepressant, Lexapro, on metabolic rate and addictive behaviors in Tetrahymena thermophila","Borzadek, Sofie; Jones, Amber; Otto-Hitt, Stefanie","Selective serotonin reuptake inhibitor (SSRI) medications, such as escitalopram (Lexapro), are increasingly being prescribed to individuals as young as 12 years old. This is concerning given the side effects of these medications, including changes in appetite, mood, and withdrawal-related symptoms. The purpose of this research was to determine the effect of escitalopram on feeding, motility, and addiction in Tetrahymena thermophila. The impact of escitalopram on expression of GTR4, which encodes a glucose transporter involved in metabolism, was also characterized. Given its known side effects in humans, it was hypothesized that escitalopram would alter the expression of GTR4 while also impacting feeding, motility, and addictive responses in T. thermophila. To test this hypothesis, T. thermophila were cultured for 48 hours either in media without escitalopram or with an equivalent dose of the medication scaled to the average weight of a 12-year-old. Following the 48-hour incubation, feeding behavior was measured using a phagocytosis assay, movement was assessed using a motility assay, and addictive behavior was analyzed by tracking cell movement after re-exposure to escitalopram. To measure GTR4 expression, RNA was extracted from the cultures and RT-qPCR was performed on the control and escitalopram-treated cells. It was predicted that GTR4 expression would increase given the higher levels of serotonin and subsequent increased metabolic activity, resulting in a heightened need for glucose. Furthermore, it was anticipated that feeding behavior would increase along with addictive responses, while motility would decrease, as the T. thermophila shifted their energy usage in the presence of escitalopram. "
The effects of natural and artificial flavors on the membrane integrity of Tetrahymena thermophila,"Nelson, Carrie; Tekverk, Amy; Otto-Hitt, Stefanie","In recent years, food companies have been promoting the use of natural flavorings, as opposed to artificial ones, given consumer perception that ‘natural’ means ‘healthy’. Despite this change, the criteria established by the Food and Drug Administration for what constitutes a natural flavoring lacks clarity. In fact, natural flavorings have been shown to cause severe health issues, such as with natural butter flavoring, which can cause bronchiolitis obliterans (aka “popcorn lung”). To better understand how artificial and natural butter flavorings impact the plasma membrane, the model organism Tetrahymena thermophila was used to mimic the gas exchange process within human lung tissue. For this study, we hypothesized that exposure to these flavorings would alter expression of the YMR210W gene, which plays a role and lipid synthesis, and the FLP1 gene, which encodes a flippase protein that moves phospholipids within the membrane. Furthermore, we hypothesized that both butter flavorings would impact motility, cell signaling, cell growth, and feeding ability. To test our hypothesis, T. thermophila were cultured in media with or without flavoring for 48 hours. During the exposure period, feeding ability and cell growth were measured, while at the end of the exposure period, cell motility was measured, along with expression of YMR210W and FLP1 via RT-qPCR. We predicted that the artificial and natural butter flavorings would increase expression of YMR210W, decrease expression of FLP1, and subsequently decrease feeding, growth, and motility due to the negative impact these flavorings have on the integrity of the plasma membrane in T. thermophila. "
"Pesticide-induced oxidative stress and its effects on cell growth, feeding, and motility in Tetrahymena thermophila","Doyle, Sophia; Nessan, Erica; Otto-Hitt, Stefanie","In the United States alone, an estimated 1 billion pounds of conventional pesticides, including insecticides, herbicides, and fungicides, are used annually. This widespread use is occurring with little regard to research showing that pesticides cause oxidative stress in humans by disrupting the balance between reactive oxygen species (ROS) and antioxidant mechanisms. The resulting ROS accumulation can lead to double-stranded DNA breaks, with several studies linking this damage to aging-related diseases. The purpose of this research was to investigate the effect of pesticides on oxidative stress and related behaviors in the model organism, Tetrahymena thermophila. It was hypothesized that pesticide exposure would alter expression of the MXR1 gene, which plays a role in the cellular response to oxidative stress, as well as impact cell growth, phagocytosis, and motility. To test this hypothesis, T. thermophila cultures were assigned to a control or treatment group; the treatment group cultures were exposed to 0.5% Roundup, Raid, or Copper Fungicide for 48 hours. During the 48-hour incubation period, cell growth and feeding were measured using a growth assay and an India ink feeding assay, respectively. At the end of the 48-hour incubation, T. thermophila movement was characterized using a cell motility assay followed by RNA extraction and RT-qPCR to measure the expression of MXR1. Given the known impact of pesticides on the accumulation of reactive oxygen species, it was predicted that T. thermophila cultures exposed to pesticides would exhibit increased MXR1 expression and subsequent decreases in growth rate, feeding activity, and cell motility. "
The effect of a youth activating cosmetic filler on Botox-related genes and behaviors in Tetrahymena thermophila,"Moseley, Marie; Greene, Sarah; Otto-Hitt, Stefanie","With an estimated 4.4 million people in the United States using Botulinum neurotoxin (Botox) for cosmetic purposes, there has been a steady increase in the marketing of Botox-alternatives, like Invinity’s Youth Activating Cosmetic Filler. Produced by Clostridium botulinum, Botox inhibits acetylcholine binding at the neuromuscular junction, causing temporary paralysis of targeted muscles and reducing wrinkles. For this research study, we wanted to determine whether Invinity’s Cosmetic Filler acted on the same genetic and behavioral pathways as Botox in the model organism, Tetrahymena thermophila. We hypothesized that T. thermophila treated with Invinity’s Cosmetic Filler would exhibit altered expression of the SEC1 and LC4A genes and changes in cell growth, feeding, and motility; SEC1 and LC4A were chosen given their involvement in acetylcholine regulation and calcium signaling, respectively. To test our hypothesis, T. thermophila culture media was supplemented with Invinity’s Cosmetic Filler at a dose relative to the amount a human would receive but scaled to the size of T. thermophila; the control group did not receive the cosmetic filler. After 48 hours, cell growth, feeding, and motility assays were performed on the T. thermophila to determine how Invinity’s Cosmetic Filler impacted these behaviors. Following the behavioral assays, the cultures were subjected to RNA extraction and RT-qPCR for the analysis of SEC1 and LC4A gene expression. Treatment of T. thermophila with Invinity’s Cosmetic Filler was predicted to decrease expression of SEC1 and LC4A and decrease cell motility, growth, and phagocytosis in a manner similar to that which is observed with Botox treatment. "
The Development and Implementation of Classical Edge Detection Algorithms,"Mancini, Ethan; Cline, Kelly","Within the field of computer vision, edge detection was developed in the 1960s as a method of finding borders within images by using Taylor series to approximate the gradient of a grayscale image. Within the context of mathematics, we review the development of these early edge detection methods including the Canny, Sobel, and Prewitt operators. We implement these algorithms with computer code for demonstration purposes and compare the effectiveness of these early methods on modern applications of edge detection such as quality control in manufacturing and tree-ring counting. Additionally, we consider the development of historical methods for improving the usefulness of outputs including automated edge removal through thresholding using Ostu’s Method and pre-filtering using a Gaussian filter. We evaluate these historical methods after implementation in code on several edge detection operators. "
Beating the Pandemic: An Optimization Approach to Board Game Strategy,"Jarman, Anna; Fasteen, Jodi",Pandemic: Hot Zone is a board game in which players work together to research and find cures for 3 diseases before the diseases overtake the game board. It is an intricate board game that is part strategy and part luck. In this project we attempt to discover an effective strategic framework for playing the game which will give players the best probability of winning. A systematic approach to Pandemic strategy is taken by implementing a computer simulation of the game and training models to play it. An objective function is defined in order to quantify by how much models 'win' or 'lose.' Different models are implemented using an optimal control approach to find an efficient strategical guide for decision-making while playing the game. Parameters are altered within models using an optimization approach to discover optimal strategic balance between various tough choices players must make. 
